,ZIPCODE,POBLACION_2011,IDS,POSICION,POBLACION_2016,EXTENSION,DENSIDAD,ETM,EHM,EMM,ETR,EHR,EMR,ETA,EHA,EMA,EPU,EPR,ESV,EUR,ERU,ETAA,ETAAH,ETAAM,CTM,CHM,CMM,CTR,CHR,CMR,CTA,CHA,CMA,CPU,CPR,CSV,CUR,CRU,CTAA,CTAAH,CTAAM,EEXM,CEXM,ASALTO,HOMICIDIO,HURTO,ROBO,ROBO_VEHICULO,TACHA_VEHICULO,TCP,EPEXM,CPEXM,ET,EPPR,EPRU,EPHM,CT,CPPR,CPRU,CPHM,TASA_ASALTO,TASA_HOMICIDIO,TASA_HURTO,TASA_ROBO,TASA_ROBO_VEHICULO,TASA_TACHA_VEHICULO
ERU,0.25205499330997555,-0.18899696672956293,-0.5901020494576515,0.621066796041777,-0.18150446262925676,0.5924280316937572,-0.33353612918962894,-0.04804265096155683,-0.046960115738246294,-0.04910106955664126,0.2562040792859098,0.23861507175040741,0.259206464824535,-0.050710751746033955,-0.05037775359321708,-0.050984174270952934,0.7610760094366747,-0.3102908392653744,-0.13756548233625257,-0.3850598957965673,1.0,-0.07494965409868413,-0.07474777583670958,-0.06758711524232694,-0.171237019366659,-0.16792423441548704,-0.17354432945776535,-0.05465784814071352,-0.05566818334172007,-0.03401109521053863,-0.1549221776318139,-0.14946378657781814,-0.15907691962349196,0.31127452062403677,-0.2799852151806773,-0.14046116712540907,-0.4530574075154562,0.8716685626053066,0.15482902598508103,0.1345402576380446,0.16956768725439966,0.010640968637267507,0.010640968637267507,-0.21956569905094325,-0.10354271152034465,-0.1518625568365056,-0.07124064700338258,-0.18873069344382895,-0.20761366412056131,0.01518085987012629,-0.0025452898372218488,-0.04464997430748397,0.7226815367419193,-0.369145465029301,0.6889144615436714,0.053343410715290314,0.06819502327315446,-0.31481956143122897,0.6894917851465098,0.0028663354826632685,-0.1461701543359102,-0.012800306992036624,-0.0602508722048061,0.05883587389848202,-0.1486988458238317,-0.0855106958572819
ETAA,0.04668252308035312,-0.18597412138785605,0.03220858458500631,-0.02493068970467381,-0.19968544053941437,-0.10255893165823611,-0.1600749163259777,-0.15913453228673927,-0.1601269707925305,-0.15788507423164636,-0.48272840063280054,-0.45490975872081874,-0.47998516192640817,-0.14439905662886593,-0.14331319380019203,-0.14531878233128312,-0.1160883540781204,-0.023603617383304354,-0.012693422001624603,-0.061858916501556074,-0.07494965409868413,1.0,0.9640704020071544,0.9186981236879944,-0.1249490012721035,-0.13134912713942554,-0.11828875442099346,-0.06541755712382408,-0.049868216193784495,-0.06118403788627674,-0.11806262616284713,-0.12306383116008496,-0.11287316155936677,-0.15690841780211234,-0.03459359389968547,-0.036564323728521114,-0.07178178811921761,-0.09377868541184298,0.052135748798410604,0.04735631401186381,0.054736974875842656,-0.22130088206090395,-0.22130088206090395,-0.16419648029891162,-0.1067890326734239,-0.14905953123802212,-0.14858914409058913,-0.11529091592018202,-0.08111477523610573,-0.08953705991238635,-0.09276703276126269,0.017805102135032176,-0.1221069253830269,0.04503264925685644,0.05603590528215221,-0.007968506592223503,-0.1410316512525497,0.04525602204430841,0.05644471567499355,-0.027231926489615716,-0.07457735809488888,-0.011852452973333828,-0.05663247447569676,-0.07343486162295526,-0.017829417828026044,-0.019794662580726152
ETAAH,0.02200399644133718,-0.18250059757724424,0.033909829327539616,-0.029557624471182563,-0.19513108874360932,-0.11192907139084984,-0.14325746377258283,-0.16306382739506142,-0.16446454100793131,-0.16138489936952763,-0.44912470929107784,-0.4434673197020986,-0.4146486007047985,-0.1493021411150376,-0.14766957386719243,-0.15077591094615783,-0.11873581001311476,-0.018152914589324245,0.001524385999464197,-0.06408179559290395,-0.07474777583670958,0.9640704020071544,1.0,0.782133699954462,-0.126806573445118,-0.13281515488156995,-0.12050786499912572,-0.05712172586081199,-0.04542672287118491,-0.05112484080564272,-0.12208688919544078,-0.12682685830271093,-0.1171142976327125,-0.16254626873360772,-0.02549871809558673,-0.027899721615083292,-0.06884215391008336,-0.09622988325288345,0.03241179415047057,0.029808190187396243,0.03238344047517242,-0.2194723591870157,-0.2194723591870157,-0.14255011613862875,-0.09982556329558626,-0.14184155124199843,-0.16333029551984482,-0.11509051674509523,-0.07871423807668429,-0.07551890176698701,-0.0844558766111919,0.03250151397468704,-0.12356759420914877,0.04538557381109298,0.037713493343047404,0.004677966032064072,-0.13937580238095715,0.06461296374944221,0.03810263738232278,-0.021960197056900596,-0.061250573842923144,0.0007479390296030197,-0.0535027836816905,-0.10273282543504715,-0.027399984724594897,-0.017802620624161065
ETAAM,0.07440809675639817,-0.170862784942922,0.02962401173769346,-0.018789537736824194,-0.18436103516590258,-0.07604487354521694,-0.165118761099008,-0.13617143311798427,-0.13599638080965987,-0.13616618473569286,-0.47580539931710863,-0.4179001972892414,-0.521221504571646,-0.1217706800975783,-0.12120273056526609,-0.12218967328884313,-0.09986758926026473,-0.031008441877176496,-0.03163415635716936,-0.051984634050612474,-0.06758711524232694,0.9186981236879944,0.782133699954462,1.0,-0.10690699547036327,-0.1130552488125847,-0.10057228721221662,-0.06939610901414059,-0.049722656614462436,-0.06878891653147187,-0.0978044090771786,-0.10248954326534433,-0.09301096592415631,-0.1301357840889698,-0.04489246618875089,-0.044395237402795044,-0.06818580040604846,-0.07891854867100187,0.07490164610516734,0.06745150200977239,0.08087263313352842,-0.19605220630322315,-0.19605220630322315,-0.17404496296946606,-0.10415034110399045,-0.14057591087640514,-0.10842653931920758,-0.10230034484954645,-0.07388852331863564,-0.0935957802591219,-0.08701181214284745,-0.005956832789018753,-0.1072677782359428,0.03550482572520654,0.07403109373302616,-0.011174615702562823,-0.1273123872631736,0.009163862326071146,0.07442030188310313,-0.031609163798222636,-0.08121886289706896,-0.02647556028734316,-0.05329201943647496,-0.02162588577856242,-0.0008763388017692663,-0.019260596578677607
CTM,-0.034063187812651066,0.7767766678198985,0.3228484210400713,-0.3425313904923136,0.757259613534552,-0.03219429443667099,0.34973962961439237,0.791825574398518,0.7918337587749864,0.7907292552183379,0.3525251911636071,0.37862319734575095,0.27726057968434553,0.7927087967356928,0.7929644676480022,0.7913827964845623,0.1725761350464384,0.5021953538659039,0.23897771650960917,0.5779019304898281,-0.171237019366659,-0.1249490012721035,-0.126806573445118,-0.10690699547036327,1.0,0.9973758161517151,0.9976504448888046,-0.006595542298528769,0.019041602439141613,-0.03557967601009177,0.9945900349623773,0.990257371118032,0.9932526753828693,0.6867625648696027,0.48341457218806,0.33844039659208375,0.8104675073771961,-0.127147564147548,-0.19272306703087588,-0.18728399161748582,-0.19180431623609526,0.42506922612213716,0.42506922612213716,0.5178129077995514,0.5247957793168734,0.5560369737303195,0.7385055429597792,0.7142876137626003,0.5016847076082329,-0.1277164011550979,-0.0735024016181309,-0.18160369660590492,0.2596764120927456,0.2800458088520334,-0.43193350369624156,-0.10147982709975709,0.8157795257239729,0.11455960911238942,-0.4318212323340978,-0.1272150017803721,0.18156701501298358,0.1726126100356676,0.1355155877469167,0.138847977334225,0.3079163727159493,0.11655898918504282
CHM,-0.039266796598658844,0.7776375261717251,0.32631537812054257,-0.3462959745513205,0.7578538314583044,-0.0331233315892885,0.34747266468557214,0.7920785983496268,0.792254256502931,0.7908079779818863,0.3575196583796491,0.3832653465149578,0.2823284703469235,0.7928453306908151,0.7932737405793318,0.7913420101158781,0.17529477454379505,0.5055025490779691,0.24426612390993552,0.5779990999001703,-0.16792423441548704,-0.13134912713942554,-0.13281515488156995,-0.1130552488125847,0.9973758161517151,1.0,0.9900724505461709,-0.00689062549244505,0.020327637956542407,-0.037701961978678214,0.991645795937742,0.9926236209974696,0.9854803831869605,0.678574106049296,0.4879695275941994,0.34504958126975066,0.8068541876829214,-0.1255040149526878,-0.1966426043731333,-0.1906791805614331,-0.19415091494346176,0.4210493906197607,0.4210493906197607,0.5114520361498233,0.513907236871355,0.5511546340398434,0.7376529687891437,0.7083495042902327,0.5036078871805016,-0.13227511033049713,-0.07616742499825103,-0.18264171749555372,0.26309862420510993,0.2837958839967286,-0.4329829461527228,-0.09672974834615763,0.8128475290434545,0.11982162476837714,-0.43285272671857805,-0.09711707940389515,0.18298358865803405,0.16987335776190884,0.13579105665296037,0.14013768694842665,0.30616599032006914,0.11962877954802359
CMM,-0.028974429571357752,0.7722080363475232,0.31800740214343576,-0.3373136054405798,0.7530376240320823,-0.03115956461969055,0.3501946200586451,0.7877594038762951,0.7876090694671918,0.7868333229508604,0.3460952784599949,0.37240055419745494,0.27112492582324976,0.7887485914217773,0.7888395650748824,0.7875967964153485,0.1691694798236223,0.4966387683629392,0.23281840271969334,0.5750170944940022,-0.17354432945776535,-0.11828875442099346,-0.12050786499912572,-0.10057228721221662,0.9976504448888046,0.9900724505461709,1.0,-0.006284432245314037,0.017732611982578944,-0.033399422532369896,0.9925694910525136,0.9832324886059463,0.9958073467038283,0.6911922575248873,0.476768003964429,0.3305505573680254,0.8099699373153104,-0.12808836401466153,-0.18808264468124927,-0.1831660423624235,-0.1886567945588842,0.42681889241747095,0.42681889241747095,0.5213296679879801,0.5325632950269532,0.5579698804247571,0.7357432771236012,0.7164547938976354,0.4974402740162072,-0.12278529939907934,-0.07062528662333842,-0.17974377028769847,0.25518303281372884,0.2751437338905118,-0.42885297497967084,-0.10548436065155785,0.8146115526580017,0.10902655764893339,-0.4287582303343484,-0.15508164469737476,0.17934904421622624,0.1743705423170864,0.13459999357238828,0.13695650968536247,0.3080846483158228,0.11309076216337531
CTR,0.008895276152979229,0.07465535687997878,0.02810390330373848,-0.006035849477376728,0.08611827925011824,-0.02535967235567727,0.0365933338314021,0.05648562105084913,0.05986678200022452,0.052896037541982216,0.06630325603407052,0.032650801300105094,0.11301418815534466,0.05506436636016965,0.05847722205556703,0.05149071903404479,-0.006706145237990867,0.2501701714690874,-0.017956107639155623,0.11556876146636026,-0.05465784814071352,-0.06541755712382408,-0.05712172586081199,-0.06939610901414059,-0.006595542298528769,-0.00689062549244505,-0.006284432245314037,1.0,0.8719488713456619,0.8013099735913346,-0.002763007582838593,-0.002417301625820793,-0.0030636332982976367,-0.03453621847909429,0.2883301482510833,-0.018334074748928276,0.14514018690237993,-0.05474914743738552,0.01276906236927259,0.028041267839448467,-0.0025314981987966294,0.14957814107344503,0.14957814107344503,0.07531600554522751,0.1181222685564783,0.06393224661087206,-0.00328215361656231,0.0591926402902104,0.09540515361874632,0.08542132157630068,0.07838292656333314,0.02450608668163922,0.03129030217770649,0.11808884777546895,-0.07927095951172763,0.018200801041677043,0.12515166118433388,0.1633214872352065,-0.07927266041189898,-0.04684628716295637,0.013571970667481432,0.12116896710970303,0.016616234057981214,-0.047844746154207626,0.01967484044745866,0.010959895389309027
CHR,-0.044478521932607734,0.11051260015063961,0.0943393203639729,-0.06603308907820092,0.12274173674120588,-0.036737041333149006,0.07703601834737049,0.07069442365457897,0.07490515770531918,0.06622364945593864,0.03206704683018733,0.014668774560752742,0.056430279983999146,0.06969654011870359,0.07393042752196709,0.06526132028335142,-0.03364218476732264,0.34317768204586263,-0.018288021321051128,0.0994923490152659,-0.05566818334172007,-0.049868216193784495,-0.04542672287118491,-0.049722656614462436,0.019041602439141613,0.020327637956542407,0.017732611982578944,0.8719488713456619,1.0,0.40580025770996536,0.025298827835904623,0.027079125886002125,0.023540475186569567,-0.026417146063376078,0.3866128736036927,-0.018672975048278608,0.19835015529245234,-0.05576117028063154,0.024906137114054257,0.029699975720207585,0.019660745168472674,0.2425293219125197,0.2425293219125197,0.12360432900577019,0.09377414730954485,0.07583819340761591,0.006849684385251407,0.08178395935143372,0.16697392906463987,0.07677112989099989,0.14857604700009902,0.03717795915419385,0.018228681208023713,0.18069851478572677,-0.08073626126685833,0.023436076076086297,0.1835137121707981,0.17378073542408026,-0.0807379936076988,-0.022285444726818416,0.026393081968579757,0.06930427316487076,0.012248475998283524,-0.0513523194086594,0.01711998493736932,0.03403333973654057
CMR,0.07095467288995426,0.004326106390401671,-0.06281196629410556,0.06941979452422994,0.010781619729654844,-0.002450707975608099,-0.0258209164466089,0.019062218302477393,0.02022885723461715,0.017824252542558046,0.08458907290856903,0.04302722828604063,0.14201736831169912,0.017628407738520726,0.01882592167530143,0.01637674639903291,0.028589344896618612,0.04767215280623295,-0.011173269846880206,0.09416765380078622,-0.03401109521053863,-0.06118403788627674,-0.05112484080564272,-0.06878891653147187,-0.03557967601009177,-0.037701961978678214,-0.033399422532369896,0.8013099735913346,0.40580025770996536,1.0,-0.036071082183642494,-0.03760111661337588,-0.03448370916928419,-0.03219126035344664,0.06583338553099066,-0.01140846160422582,0.02857396616170826,-0.03406790661415931,-0.006596540631123966,0.01605535989154278,-0.028749610359646013,-0.017124927738313128,-0.017124927738313128,-0.010437693122142561,0.10592164583657916,0.02667802184347258,-0.014496786738247324,0.010565033367374882,-0.025930279353013723,0.0656530706416119,-0.035225973562423595,0.00031849795847710324,0.036137568890937936,-0.00035555933058175693,-0.04932671598126537,0.005339532085014047,0.009389091955125627,0.09253607742294663,-0.0493277743741525,-0.060219867135276765,-0.006914631547495937,0.14150939508117077,0.016051897167892112,-0.026566293944602005,0.01580898744197142,-0.021126559568569056
CTA,-0.02227044311793055,0.761195211282304,0.317955773803608,-0.33697596350301207,0.7410729810834004,-0.02467891410001233,0.3283541805790727,0.7827994388001646,0.7825957395333609,0.7819356015474901,0.34170664982377075,0.36805933655440726,0.2670856038492083,0.7840506903018019,0.7840775251900002,0.7829709717113771,0.18930123985025873,0.5011965165350402,0.22583959529214578,0.5779092185792327,-0.1549221776318139,-0.11806262616284713,-0.12208688919544078,-0.0978044090771786,0.9945900349623773,0.991645795937742,0.9925694910525136,-0.002763007582838593,0.025298827835904623,-0.036071082183642494,1.0,0.9969503941511727,0.9974635899417468,0.7013372168429673,0.4824870611434919,0.3132450552969418,0.8057288709653174,-0.10783038988808918,-0.11695962355331037,-0.11335180077448875,-0.11857896470119583,0.4159396500490592,0.4159396500490592,0.49968596053228664,0.511557707093924,0.551371240029875,0.7379860758092643,0.7035205498603153,0.4952617688233111,-0.1320159240269346,-0.07726093851277775,-0.18512446793817083,0.2761772265257933,0.28085372228273886,-0.42074584203179044,-0.10579304942385331,0.8231717994442688,0.11158406986303905,-0.42063260556663223,-0.13142415319491815,0.1785651393892745,0.16967261907368145,0.13688157855255703,0.14344265639508733,0.3091970842897412,0.11917612789390958
CHA,-0.02566391300671582,0.7580165626203115,0.31993283896111485,-0.3393121972806723,0.7375030817138617,-0.02488850825307421,0.32343085592864296,0.7811730488009991,0.7810793097898501,0.7801972311219253,0.34375456910100277,0.36961040056936034,0.26971986362041844,0.7823677926474318,0.7825102220081586,0.7811717948842913,0.19392139910269843,0.5046316099707876,0.22984690164425328,0.5776723062333198,-0.14946378657781814,-0.12306383116008496,-0.12682685830271093,-0.10248954326534433,0.990257371118032,0.9926236209974696,0.9832324886059463,-0.002417301625820793,0.027079125886002125,-0.03760111661337588,0.9969503941511727,1.0,0.9888670951790599,0.6935757558136876,0.4874111726373958,0.3137310980452131,0.8005121860031862,-0.10382584962804293,-0.10959520116603441,-0.10316393051637332,-0.11312518371812294,0.40839499937545437,0.40839499937545437,0.492749416668825,0.4999283743570968,0.5490076435594798,0.7371086081868915,0.6967778473570528,0.49698589879245686,-0.13778871697963158,-0.08195502682708287,-0.18651461503737077,0.28151858081279985,0.2841668976895304,-0.41940760376620456,-0.10050511115774925,0.8200071826203316,0.1165174789707512,-0.41928089245362526,-0.10114329626292766,0.1817285560859517,0.16699063391260352,0.14010963178070432,0.1468614326403181,0.30904150094983807,0.12401717377600675
CMA,-0.01905681714309042,0.7600464566212379,0.31446161045571963,-0.33305305286511044,0.7403880964774038,-0.02435650117537392,0.3310985820967126,0.780119974547898,0.7798170635156042,0.7793628687837195,0.3380215539633912,0.3646872810284105,0.2632625373114599,0.7814161127168902,0.7813373708837729,0.7804481945615288,0.18408048370875257,0.4953980143052534,0.22098351421467752,0.5750520068859934,-0.15907691962349196,-0.11287316155936677,-0.1171142976327125,-0.09301096592415631,0.9932526753828693,0.9854803831869605,0.9958073467038283,-0.0030636332982976367,0.023540475186569567,-0.03448370916928419,0.9974635899417468,0.9888670951790599,1.0,0.7046867796973779,0.47542991792861794,0.3111359087345986,0.8062021860613188,-0.11090950324996225,-0.12305474507602111,-0.12204138259878186,-0.12292277371017729,0.420609193426537,0.420609193426537,0.5033554883204274,0.5194444061157648,0.5505949103694072,0.734861833362045,0.7059292895696955,0.4910554015231027,-0.126048488946874,-0.07256857770215201,-0.18287202607184833,0.26983666323257566,0.2763381967060789,-0.4197289416079644,-0.11005358789504453,0.8216806570826851,0.10649089478901858,-0.41962859777301353,-0.15834449150309457,0.17473017605165928,0.17121655183448903,0.13320933171838792,0.13956155903712658,0.3076946934867625,0.11412682326801732
CPU,0.17218258671700848,0.5368719500603178,-0.15124176580594073,0.14335839492961927,0.5314683371684319,0.3911924048185786,-0.017420994232520585,0.6279118102379844,0.6302350585117739,0.6246360403931192,0.4457557862855009,0.45205790513684896,0.3927277308577346,0.6267734669180266,0.6285598697376431,0.6241004468457542,0.6492983617736234,0.11379226763634082,0.10898717701040621,0.4893335943673441,0.31127452062403677,-0.15690841780211234,-0.16254626873360772,-0.1301357840889698,0.6867625648696027,0.678574106049296,0.6911922575248873,-0.03453621847909429,-0.026417146063376078,-0.03219126035344664,0.7013372168429673,0.6935757558136876,0.7046867796973779,1.0,0.12428519684297384,0.07539491563698618,0.5045922926439004,0.4101837369215868,-0.028193416595764215,-0.03775845333301356,-0.02012614061847287,0.3403756857834913,0.3403756857834913,0.22896688859551947,0.3505656180213545,0.39056455315359456,0.6390014232340006,0.4177854619940504,0.27275236911815964,-0.009356947618520003,-0.07168623710980332,-0.18927539065712293,0.6811951866876026,-0.12244722964709183,-0.04565091132582617,-0.05674271735629176,0.8283191047897219,-0.2023313447850386,-0.045415887374086916,-0.16835243907614675,0.001625494135726429,0.11195921553020423,0.060346453789223646,0.1543451962089306,0.07307688547369773,0.015087323421639005
CPR,-0.1437756208410787,0.5122530391104219,0.4754507203008248,-0.4674461628904569,0.5130451979479108,-0.18352526721670548,0.3643246392584368,0.5235678177907886,0.5228245943216269,0.523620514789712,0.1370380863701597,0.14680409856362397,0.10837871833664445,0.523969520394298,0.5241075591549447,0.5231247969622773,-0.1611031845212229,0.9068966220844702,0.1792326517701193,0.3525922901927017,-0.2799852151806773,-0.03459359389968547,-0.02549871809558673,-0.04489246618875089,0.48341457218806,0.4879695275941994,0.476768003964429,0.2883301482510833,0.3866128736036927,0.06583338553099066,0.4824870611434919,0.4874111726373958,0.47542991792861794,0.12428519684297384,1.0,0.16466561635856244,0.7377519083074034,-0.2635470098684838,-0.10112481194983078,-0.09962900534946298,-0.0979410336868597,0.47185838650257755,0.47185838650257755,0.47957160292623624,0.356846139703752,0.3956477502827433,0.3706081131240477,0.543460949558128,0.5583256352278134,0.0349198239336996,0.14383580929196704,0.07897626696600767,-0.019016161171297726,0.6609476748217488,-0.4087781795414641,-0.07947259231742522,0.6458042539734512,0.6916926807115691,-0.40880494748644974,0.006756797016113962,0.25265531897035215,0.12773476339058615,0.1608701838812158,0.030400743196319094,0.3075247569062564,0.2230384116342092
CSV,-0.08698505837371144,0.2439026826749396,0.19467038936529074,-0.20280272316688186,0.22727651961798243,-0.08630339292264191,0.1954413400527046,0.22427467083554467,0.2194004479529688,0.22902937362984344,0.07238952285154078,0.07553280426501628,0.06043184919058409,0.22489666340115558,0.22091501229520527,0.22867787899049472,-0.04452177013175565,0.16689530465372862,0.4996050209878458,0.1819136732430662,-0.14046116712540907,-0.036564323728521114,-0.027899721615083292,-0.044395237402795044,0.33844039659208375,0.34504958126975066,0.3305505573680254,-0.018334074748928276,-0.018672975048278608,-0.01140846160422582,0.3132450552969418,0.3137310980452131,0.3111359087345986,0.07539491563698618,0.16466561635856244,1.0,0.3237034922039707,-0.1406957904449226,-0.18255976660538337,-0.18312621970891113,-0.16351634166015136,0.0655815496318148,0.0655815496318148,0.19480118446856304,0.08678231798118542,0.18128155194343645,0.1726843043543313,0.1572806351718584,0.15611326252547966,-0.08360583574314254,-0.06638399913021265,-0.05788988083569499,-0.005774689316906257,0.1130137189129674,-0.2037125842112018,-0.0716707177749397,0.26695100273432737,0.044703393432936854,-0.2037169552289362,0.04861951654393942,0.08087249960484007,0.025707400825702997,0.04076088518386097,0.004082564058308924,0.06387290325869156,0.027191564569000348
CUR,-0.07435594025683523,0.740037123165102,0.46236614326829273,-0.4742889858148365,0.7267206749772649,-0.14479112038117545,0.37964247971206333,0.7249962661997185,0.7250976047955742,0.7238949993206786,0.22507941755086364,0.246891671258851,0.1688967765402117,0.7265517109636047,0.7273336402795584,0.724774836392523,-0.013540445193689538,0.705440094836799,0.2964869173323458,0.749513256103789,-0.4530574075154562,-0.07178178811921761,-0.06884215391008336,-0.06818580040604846,0.8104675073771961,0.8068541876829214,0.8099699373153104,0.14514018690237993,0.19835015529245234,0.02857396616170826,0.8057288709653174,0.8005121860031862,0.8062021860613188,0.5045922926439004,0.7377519083074034,0.3237034922039707,1.0,-0.45381418488714603,-0.17521442033858636,-0.16998783792771646,-0.17421879454718237,0.4151417463209327,0.4151417463209327,0.5309951759168056,0.4711703214487256,0.5559982509920874,0.6511538091092347,0.6590942285847641,0.5923344426721084,-0.058681612683012085,-0.03074578819022086,-0.07603170853797438,0.1032627056697039,0.4615691148193395,-0.6570748141270871,-0.10480970226984246,0.8121250719367392,0.3765542323313228,-0.6570889128420678,-0.09070729796845782,0.2146305091308622,0.14022882586467728,0.15908496426337007,0.07990919848919105,0.2826628531053721,0.17787863510709184
CRU,0.19085505842394765,-0.17445755479450778,-0.5344455342290779,0.5505603864372167,-0.16058060437855734,0.5298502115709639,-0.33057122244692366,-0.038769902652691625,-0.037786371664183326,-0.03973822539248288,0.25617262934789703,0.23499112809222492,0.2648486420795917,-0.04227113306002114,-0.04217477205797628,-0.04231321941632007,0.630338140728836,-0.2961057854121265,-0.1377952687660309,-0.38650923346734706,0.8716685626053066,-0.09377868541184298,-0.09622988325288345,-0.07891854867100187,-0.127147564147548,-0.1255040149526878,-0.12808836401466153,-0.05474914743738552,-0.05576117028063154,-0.03406790661415931,-0.10783038988808918,-0.10382584962804293,-0.11090950324996225,0.4101837369215868,-0.2635470098684838,-0.1406957904449226,-0.45381418488714603,1.0,0.14806823477618566,0.12932433858358208,0.16180994079727487,0.08378943629744812,0.08378943629744812,-0.2101306903118706,-0.08889303699063617,-0.13738692562563737,-0.0348639051522169,-0.16512937757497995,-0.20694771720744612,0.10137532759650941,0.07409785540047166,-0.03551098807442862,0.5918447326909743,-0.36454771111965767,0.6903719244199477,0.03431792210418302,0.1513860360793505,-0.3001902625443387,0.6906434974291228,-0.0253322932135895,-0.14130544028925265,-0.0002166970907498663,-0.06176929299062945,0.0675753999830809,-0.1329948877868329,-0.09767791452235168
CTAA,0.07631622113809705,-0.2761059986672382,-0.17526714596101722,0.18753346002202093,-0.28208300712427653,0.06453644100569522,-0.24279066393993015,-0.22947478101413105,-0.23029608267596177,-0.22830644717724996,-0.1431808827570836,-0.14213759113264354,-0.13098983260704453,-0.2280587760599667,-0.22914052408984506,-0.22664342940711207,0.06623407485228476,-0.10500406967798476,-0.17623471118395045,-0.14716142664098553,0.15482902598508103,0.052135748798410604,0.03241179415047057,0.07490164610516734,-0.19272306703087588,-0.1966426043731333,-0.18808264468124927,0.01276906236927259,0.024906137114054257,-0.006596540631123966,-0.11695962355331037,-0.10959520116603441,-0.12305474507602111,-0.028193416595764215,-0.10112481194983078,-0.18255976660538337,-0.17521442033858636,0.14806823477618566,1.0,0.9785719672706745,0.9681715447067284,-0.16256889138379343,-0.16256889138379343,-0.1966979483907247,-0.16715007539702126,-0.14095626042023235,-0.15039726712530968,-0.17836352950114812,-0.1340792105704066,-0.07531604412195363,-0.04841448279378429,-0.017895494924320035,0.046328519118372,-0.08740187689338391,0.24809583407629957,0.02864077693210039,-0.09740772708588809,-0.11033467237029536,0.2476345408727815,-0.03086924943762481,-0.05455529557248554,-0.02990285830717683,-0.019051351555914576,0.049149439777817445,-0.04281618015740556,-0.015680069620037308
CTAAH,0.06469044279558045,-0.27012750987253936,-0.17235569488461058,0.17938737858946968,-0.27621135867152724,0.057628616972774764,-0.2272383895465334,-0.22644587433534324,-0.2270467824655136,-0.22551062251938037,-0.14119403816651124,-0.14279620030446027,-0.12501928005087518,-0.22498730748117238,-0.22577270681149764,-0.22387997680949337,0.05390390569940149,-0.10365197940067085,-0.16622920314715275,-0.13587563167782118,0.1345402576380446,0.04735631401186381,0.029808190187396243,0.06745150200977239,-0.18728399161748582,-0.1906791805614331,-0.1831660423624235,0.028041267839448467,0.029699975720207585,0.01605535989154278,-0.11335180077448875,-0.10316393051637332,-0.12204138259878186,-0.03775845333301356,-0.09962900534946298,-0.18312621970891113,-0.16998783792771646,0.12932433858358208,0.9785719672706745,1.0,0.8977324284897641,-0.1723173767611572,-0.1723173767611572,-0.18174657406535752,-0.15844031363741015,-0.12550660362141614,-0.14575906696238203,-0.17013445317571022,-0.12507439596396389,-0.08191177924784099,-0.0552992040626748,-0.0144461205144856,0.03426753711387853,-0.0911175500449248,0.22503696184640282,0.03338250941853464,-0.10388335411121476,-0.1063679526587578,0.22448855616807956,-0.02277977852267819,-0.039593316959482754,-0.025446310843024476,-0.004135575503725356,0.0571607140613502,-0.03001660321411579,-0.00475073623503523
CTAAM,0.08202531276595185,-0.2670849905287581,-0.16791914185591353,0.18620757023314716,-0.2728210879861351,0.06818252228612677,-0.24789197230933066,-0.2209921366675668,-0.2220043160871408,-0.21963719327936188,-0.13674945691357013,-0.1328207920656588,-0.12973440759068386,-0.21968293990762983,-0.22102784621838473,-0.21800897510331851,0.07590450122955199,-0.10202111572168969,-0.1786966408950992,-0.15339701853417337,0.16956768725439966,0.054736974875842656,0.03238344047517242,0.08087263313352842,-0.19180431623609526,-0.19415091494346176,-0.1886567945588842,-0.0025314981987966294,0.019660745168472674,-0.028749610359646013,-0.11857896470119583,-0.11312518371812294,-0.12292277371017729,-0.02012614061847287,-0.0979410336868597,-0.16351634166015136,-0.17421879454718237,0.16180994079727487,0.9681715447067284,0.8977324284897641,1.0,-0.14511069293191317,-0.14511069293191317,-0.20476832717842736,-0.16493094093505056,-0.15380326848381431,-0.15026102991002036,-0.17914859984331274,-0.13658590084650374,-0.06354921277432371,-0.03606587740890841,-0.01936849599812977,0.056560233671381875,-0.0780292550054524,0.2598156781041159,0.01880325825137495,-0.08730533102052805,-0.11009678402940415,0.25951959031722943,-0.012425350558729472,-0.07006474031792487,-0.029988716984370948,-0.036391893191974126,0.03519821840737355,-0.0557787530588631,-0.026640439551455793
