PROVINCIA,CANTON,DISTRITO,ZIPCODE,POBLACION_2011,IDS,POSICION,POBLACION_2016,EXTENSION,DENSIDAD,REGION
CARTAGO,CARTAGO,SAN NICOLÁS,30104,25948,69.36,169,28256,28.23,1000.92,CENTRAL
CARTAGO,CARTAGO,AGUACALIENTE O SAN FRANCISCO,30105,31789,68.25,189,34482,104.15,331.08,CENTRAL
CARTAGO,CARTAGO,GUADALUPE O ARENILLA,30106,14618,77.56,77,15794,13.24,1192.9,CENTRAL
CARTAGO,CARTAGO,CORRALILLO,30107,10647,70.94,146,11568,33.09,349.59,CENTRAL
CARTAGO,CARTAGO,TIERRA BLANCA,30108,5103,71.87,136,5568,12.79,435.34,CENTRAL
CARTAGO,CARTAGO,DULCE NOMBRE,30109,10548,80.42,61,11501,39.15,293.77,CENTRAL
CARTAGO,CARTAGO,LLANO GRANDE,30110,4342,62.26,253,4780,29.81,160.35,CENTRAL
CARTAGO,CARTAGO,QUEBRADILLA,30111,5349,62.08,254,5805,18.71,310.26,CENTRAL
CARTAGO,PARAÍSO,PARAÍSO,30201,20601,73.87,111,21107,27.48,768.09,CENTRAL
CARTAGO,PARAÍSO,SANTIAGO,30202,5534,55.23,330,6150,25.34,242.7,CENTRAL
CARTAGO,PARAÍSO,OROSI,30203,9084,57.44,301,9766,315.32,30.97,CENTRAL
CARTAGO,PARAÍSO,CACHÍ,30204,5438,65.53,214,5705,36.77,155.15,CENTRAL
CARTAGO,PARAÍSO,LLANOS DE SANTA LUCÍA,30205,17086,64.43,227,18252,7.0,2607.43,CENTRAL
CARTAGO,LA UNIÓN,TRES RÍOS,30301,9331,88.01,26,9314,2.39,3897.07,CENTRAL
CARTAGO,LA UNIÓN,SAN DIEGO,30302,21620,67.29,200,23716,8.75,2710.4,CENTRAL
CARTAGO,LA UNIÓN,SAN JUAN,30303,13729,96.94,4,14926,3.58,4169.27,CENTRAL
CARTAGO,LA UNIÓN,SAN RAFAEL,30304,14247,67.95,194,15249,8.84,1725.0,CENTRAL
CARTAGO,LA UNIÓN,CONCEPCIÓN,30305,16515,74.66,101,18014,3.68,4895.11,CENTRAL
CARTAGO,LA UNIÓN,DULCE NOMBRE,30306,7893,69.61,163,8578,8.35,1027.31,CENTRAL
CARTAGO,LA UNIÓN,SAN RAMÓN,30307,4054,79.19,68,4299,4.17,1030.94,CENTRAL
CARTAGO,LA UNIÓN,RÍO AZUL,30308,12010,60.04,276,13659,5.07,2694.08,CENTRAL
CARTAGO,JIMÉNEZ,JUAN VIÑAS,30401,6552,69.43,167,7084,41.18,172.03,CENTRAL
CARTAGO,JIMÉNEZ,TUCURRIQUE,30402,4872,57.23,303,5462,36.07,151.43,CENTRAL
CARTAGO,JIMÉNEZ,PEJIBAYE,30403,3245,56.27,312,3622,209.18,17.32,CENTRAL
CARTAGO,TURRIALBA,TURRIALBA,30501,26680,71.44,142,27285,56.71,481.13,CENTRAL
CARTAGO,TURRIALBA,LA SUIZA,30502,7590,55.4,326,8000,159.8,50.06,CENTRAL
CARTAGO,TURRIALBA,PERALTA,30503,511,49.1,395,613,9.85,62.23,CENTRAL
CARTAGO,TURRIALBA,SANTA CRUZ,30504,3208,46.87,411,3701,127.4,29.05,CENTRAL
CARTAGO,TURRIALBA,SANTA TERESITA,30505,4744,54.17,342,5293,52.87,100.11,CENTRAL
CARTAGO,TURRIALBA,PAVONES,30506,4331,60.39,272,4620,40.94,112.85,CENTRAL
CARTAGO,TURRIALBA,TUIS,30507,2837,51.39,369,3007,37.56,80.06,CENTRAL
CARTAGO,TURRIALBA,TAYUTIC,30508,2374,49.03,397,2572,111.41,23.09,CENTRAL
CARTAGO,TURRIALBA,SANTA ROSA,30509,5232,62.36,252,5652,22.66,249.43,CENTRAL
CARTAGO,TURRIALBA,TRES EQUIS,30510,1808,45.58,425,1943,36.92,52.63,CENTRAL
CARTAGO,TURRIALBA,LA ISABEL,30511,6116,56.04,319,6326,20.01,316.14,CENTRAL
CARTAGO,TURRIALBA,CHIRRIPÓ,30512,4185,76.1,483,4512,966.54,4.67,CENTRAL
CARTAGO,ALVARADO,PACAYAS,30601,5628,65.73,212,5810,28.77,201.95,CENTRAL
CARTAGO,ALVARADO,CERVANTES,30602,6230,73.21,118,6579,15.4,427.21,CENTRAL
CARTAGO,ALVARADO,CAPELLADES,30603,2454,69.51,166,2587,36.89,70.13,CENTRAL
CARTAGO,OREAMUNO,SAN RAFAEL,30701,27248,72.71,126,28484,10.08,2825.79,CENTRAL
CARTAGO,OREAMUNO,COT,30702,9630,60.17,275,10560,15.06,701.2,CENTRAL
CARTAGO,OREAMUNO,POTRERO CERRADO,30703,2281,56.25,314,2536,18.72,135.47,CENTRAL
CARTAGO,OREAMUNO,CIPRESES,30704,3700,57.65,299,3995,8.7,459.2,CENTRAL
CARTAGO,OREAMUNO,SANTA ROSA,30705,2614,59.57,284,2853,149.75,19.05,CENTRAL
CARTAGO,EL GUARCO,TEJAR,30801,24984,76.16,90,26117,6.06,4309.74,CENTRAL
CARTAGO,EL GUARCO,SAN ISIDRO,30802,9828,52.4,357,10961,129.68,84.52,CENTRAL
CARTAGO,EL GUARCO,TOBOSI,30803,6569,69.06,173,7240,21.12,342.8,CENTRAL
CARTAGO,EL GUARCO,PATIO DE AGUA,30804,412,51.47,368,433,10.83,39.98,CENTRAL
HEREDIA,HEREDIA,HEREDIA,40101,18697,88.16,23,19218,2.83,6790.81,CENTRAL
HEREDIA,HEREDIA,MERCEDES,40102,25744,90.15,15,28394,4.17,6809.11,CENTRAL
HEREDIA,HEREDIA,SAN FRANCISCO,40103,49209,74.94,97,55465,6.4,8666.41,CENTRAL
HEREDIA,HEREDIA,ULLOA,40104,29266,80.52,60,32982,11.58,2848.19,CENTRAL
HEREDIA,HEREDIA,VARABLANCA,40105,700,50.43,382,889,257.62,3.45,CENTRAL
HEREDIA,BARVA,BARVA,40201,4997,83.66,38,4996,0.63,7930.16,CENTRAL
HEREDIA,BARVA,SAN PEDRO,40202,9932,70.79,152,10943,7.5,1459.07,CENTRAL
HEREDIA,BARVA,SAN PABLO,40203,8319,76.88,84,9231,6.81,1355.51,CENTRAL
HEREDIA,BARVA,SAN ROQUE,40204,4622,82.65,45,5069,1.16,4369.83,CENTRAL
HEREDIA,BARVA,SANTA LUCÍA,40205,7413,88.07,24,7889,2.98,2647.32,CENTRAL
HEREDIA,BARVA,SAN JOSÉ DE LA MONTAÑA,40206,5377,70.27,156,6321,34.72,182.06,CENTRAL
HEREDIA,SANTO DOMINGO,SANTO DOMINGO,40301,4730,83.5,40,5120,0.74,6918.92,CENTRAL
HEREDIA,SANTO DOMINGO,SAN VICENTE,40302,6427,87.28,27,7615,2.8,2719.64,CENTRAL
HEREDIA,SANTO DOMINGO,SAN MIGUEL,40303,6363,81.29,56,7520,5.86,1283.28,CENTRAL
HEREDIA,SANTO DOMINGO,PARACITO,40304,2231,71.27,143,2641,1.28,2063.28,CENTRAL
HEREDIA,SANTO DOMINGO,SANTO TOMÁS,40305,6267,88.78,19,7521,3.5,2148.86,CENTRAL
HEREDIA,SANTO DOMINGO,SANTA ROSA,40306,7269,77.16,82,8654,4.37,1980.32,CENTRAL
HEREDIA,SANTO DOMINGO,TURES,40307,3452,70.82,151,4166,3.58,1163.69,CENTRAL
HEREDIA,SANTO DOMINGO,PARA,40308,3333,74.76,100,3963,2.71,1462.36,CENTRAL
HEREDIA,SANTA BÁRBARA,SANTA BÁRBARA,40401,5944,88.03,25,6212,1.29,4815.5,CENTRAL
HEREDIA,SANTA BÁRBARA,SAN PEDRO,40402,5582,75.73,94,6385,2.48,2574.6,CENTRAL
HEREDIA,SANTA BÁRBARA,SAN JUAN,40403,7662,81.45,53,8565,4.43,1933.41,CENTRAL
HEREDIA,SANTA BÁRBARA,JESÚS,40404,9603,74.08,108,10775,12.61,854.48,CENTRAL
HEREDIA,SANTA BÁRBARA,SANTO DOMINGO,40405,2879,69.33,170,3379,26.24,128.77,CENTRAL
HEREDIA,SANTA BÁRBARA,PURABA,40406,4573,74.0,110,5136,6.16,833.77,CENTRAL
HEREDIA,SAN RAFAEL,SAN RAFAEL,40501,9668,83.2,41,10463,1.35,7750.37,CENTRAL
HEREDIA,SAN RAFAEL,SAN JOSÉCITO,40502,11579,72.61,129,13181,1.23,10716.26,CENTRAL
HEREDIA,SAN RAFAEL,SANTIAGO,40503,8409,82.96,42,9650,1.51,6390.73,CENTRAL
HEREDIA,SAN RAFAEL,ÁNGELES,40504,10232,81.81,51,11973,22.07,542.5,CENTRAL
HEREDIA,SAN RAFAEL,CONCEPCIÓN,40505,6077,78.73,71,7205,22.23,324.11,CENTRAL
HEREDIA,SAN ISIDRO,SAN ISIDRO,40601,6113,94.14,7,6272,3.01,2083.72,CENTRAL
HEREDIA,SAN ISIDRO,SAN JOSÉ,40602,7447,82.23,46,8239,11.29,729.76,CENTRAL
HEREDIA,SAN ISIDRO,CONCEPCIÓN,40603,2635,78.6,72,2897,8.07,358.98,CENTRAL
HEREDIA,SAN ISIDRO,SAN FRANCISCO,40604,4438,77.14,83,4839,4.59,1054.25,CENTRAL
HEREDIA,BELÉN,SAN ANTONIO,40701,9942,84.78,33,11293,3.51,3217.38,CENTRAL
HEREDIA,BELÉN,LA RIBERA,40702,6040,84.61,36,7207,4.17,1728.3,CENTRAL
HEREDIA,BELÉN,LA ASUNCIÓN,40703,5651,96.95,3,7044,4.47,1575.84,CENTRAL
HEREDIA,FLORES,SAN JOAQUÍN,40801,7173,88.69,20,8121,2.88,2819.79,CENTRAL
HEREDIA,FLORES,BARRANTES,40802,4091,92.46,9,4947,2.29,2160.26,CENTRAL
HEREDIA,FLORES,LLORENTE,40803,8773,79.59,64,10661,1.79,5955.87,CENTRAL
HEREDIA,SAN PABLO,SAN PABLO,40901,19412,88.48,21,20974,5.14,4080.54,CENTRAL
HEREDIA,SAN PABLO,RINCÓN DE SABANILLA,40902,8259,86.89,28,9396,2.39,3931.38,CENTRAL
HEREDIA,SARAPIQUÍ,PUERTO VIEJO,41001,20184,36.67,466,26505,426.73,62.11,HUETAR NORTE
HEREDIA,SARAPIQUÍ,LA VIRGEN,41002,10521,47.57,406,14104,513.65,27.46,HUETAR NORTE
HEREDIA,SARAPIQUÍ,HORQUETAS,41003,24331,50.37,383,30696,566.44,54.19,HUETAR NORTE
HEREDIA,SARAPIQUÍ,LLANURAS DEL GASPAR,41004,1160,19.27,480,1741,266.21,6.54,HUETAR NORTE
HEREDIA,SARAPIQUÍ,CUREÑA,41005,951,8.55,482,1348,367.51,3.67,HUETAR NORTE
GUANACASTE,LIBERIA,LIBERIA,50101,53382,68.06,191,60333,561.57,107.44,CHOROTEGA
GUANACASTE,LIBERIA,CAÑAS DULCES,50102,3230,63.07,238,3692,243.87,15.14,CHOROTEGA
GUANACASTE,LIBERIA,MAYORGA,50103,1599,45.08,430,1842,226.67,8.13,CHOROTEGA
GUANACASTE,LIBERIA,NACASCOLO,50104,2249,55.09,331,2740,323.57,8.47,CHOROTEGA
GUANACASTE,LIBERIA,CURUBANDÉ,50105,2527,55.33,327,2921,80.79,36.16,CHOROTEGA
GUANACASTE,NICOYA,NICOYA,50201,24833,63.01,242,25727,311.08,82.7,CHOROTEGA
GUANACASTE,NICOYA,MANSION,50202,5717,59.22,288,5737,211.67,27.1,CHOROTEGA
GUANACASTE,NICOYA,SAN ANTONIO,50203,6642,55.94,321,6933,338.17,20.5,CHOROTEGA
GUANACASTE,NICOYA,QUEBRADA HONDA,50204,2523,50.6,380,2565,106.93,23.99,CHOROTEGA
GUANACASTE,NICOYA,SAMARA,50205,3512,53.8,344,4309,109.51,39.35,CHOROTEGA
GUANACASTE,NICOYA,NOSARA,50206,4912,68.36,186,6241,134.92,46.26,CHOROTEGA
GUANACASTE,NICOYA,BELÉN DE NOSARITA,50207,2686,45.92,421,2884,121.4,23.76,CHOROTEGA
GUANACASTE,SANTA CRUZ,SANTA CRUZ,50301,21544,66.87,204,25739,272.08,94.6,CHOROTEGA
GUANACASTE,SANTA CRUZ,BOLSÓN,50302,1627,63.85,230,1977,30.41,65.01,CHOROTEGA
GUANACASTE,SANTA CRUZ,VEINTISIETE DE ABRIL,50303,7048,59.76,281,8112,300.65,26.98,CHOROTEGA
GUANACASTE,SANTA CRUZ,TEMPATE,50304,5630,67.71,197,5770,140.81,40.98,CHOROTEGA
GUANACASTE,SANTA CRUZ,CARTAGENA,50305,3824,76.08,92,4510,74.93,60.19,CHOROTEGA
GUANACASTE,SANTA CRUZ,CUAJINIQUIL,50306,1789,52.22,361,2285,232.94,9.81,CHOROTEGA
GUANACASTE,SANTA CRUZ,DIRIA,50307,3905,63.82,232,4530,63.8,71.0,CHOROTEGA
GUANACASTE,SANTA CRUZ,CABO VELAS,50308,3362,63.41,235,3896,73.12,53.28,CHOROTEGA
GUANACASTE,SANTA CRUZ,TAMARINDO,50309,6375,71.7,138,7299,123.53,59.09,CHOROTEGA
GUANACASTE,BAGACES,BAGACES,50401,12367,58.14,293,14670,886.72,16.54,CHOROTEGA
GUANACASTE,BAGACES,FORTUNA,50402,2756,56.66,308,2980,159.33,18.7,CHOROTEGA
GUANACASTE,BAGACES,MOGOTE,50403,3398,58.46,292,3893,184.54,21.1,CHOROTEGA
GUANACASTE,BAGACES,RÍO NARANJO,50404,1015,61.37,261,1135,42.9,26.46,CHOROTEGA
GUANACASTE,CARRILLO,FILADELFIA,50501,7953,72.87,123,8425,125.01,67.39,CHOROTEGA
GUANACASTE,CARRILLO,PALMIRA,50502,5416,72.81,124,5986,37.17,161.04,CHOROTEGA
GUANACASTE,CARRILLO,SARDINAL,50503,14912,80.63,59,17720,240.45,73.7,CHOROTEGA
GUANACASTE,CARRILLO,BELÉN,50504,8841,59.36,285,10194,174.91,58.28,CHOROTEGA
GUANACASTE,CAÑAS,CAÑAS,50601,20816,64.6,223,24700,193.22,127.83,CHOROTEGA
GUANACASTE,CAÑAS,PALMIRA,50602,988,40.14,457,1285,204.81,6.27,CHOROTEGA
GUANACASTE,CAÑAS,SAN MIGUEL,50603,1644,46.06,420,1979,120.52,16.42,CHOROTEGA
GUANACASTE,CAÑAS,BEBEDERO,50604,2084,51.32,373,2446,57.98,42.19,CHOROTEGA
GUANACASTE,CAÑAS,POROZAL,50605,669,27.46,479,770,105.67,7.29,CHOROTEGA
GUANACASTE,ABANGARES,JUNTAS,50701,9482,56.4,310,10054,229.35,43.84,CHOROTEGA
GUANACASTE,ABANGARES,SIERRA,50702,2351,51.38,370,2679,141.47,18.94,CHOROTEGA
GUANACASTE,ABANGARES,SAN JUAN,50703,1585,57.91,297,1760,109.17,16.12,CHOROTEGA
GUANACASTE,ABANGARES,COLORADO,50704,4621,62.73,245,4936,195.77,25.21,CHOROTEGA
GUANACASTE,TILARÁN,TILARÁN,50801,8677,77.27,80,9090,138.78,65.5,CHOROTEGA
GUANACASTE,TILARÁN,QUEBRADA GRANDE,50802,2700,52.74,353,2977,76.02,39.16,CHOROTEGA
GUANACASTE,TILARÁN,TRONADORA,50803,1795,66.11,208,1958,122.27,16.01,CHOROTEGA
GUANACASTE,TILARÁN,SANTA ROSA,50804,1945,58.83,291,2099,71.11,29.52,CHOROTEGA
GUANACASTE,TILARÁN,LÍBANO,50805,865,51.77,364,943,71.23,13.24,CHOROTEGA
GUANACASTE,TILARÁN,TIERRAS MORENAS,50806,1358,60.2,274,1502,83.46,18.0,CHOROTEGA
GUANACASTE,TILARÁN,ARENAL,50807,2300,59.91,279,2622,75.52,34.72,CHOROTEGA
GUANACASTE,NANDAYURE,CARMONA,50901,2486,72.96,121,2528,34.19,73.94,CHOROTEGA
GUANACASTE,NANDAYURE,SANTA RITA,50902,1446,48.41,399,1463,50.09,29.21,CHOROTEGA
GUANACASTE,NANDAYURE,ZAPOTAL,50903,1215,54.55,339,1258,103.53,12.15,CHOROTEGA
GUANACASTE,NANDAYURE,SAN PABLO,50904,2207,56.95,306,2309,76.12,30.33,CHOROTEGA
GUANACASTE,NANDAYURE,PORVENIR,50905,741,51.01,375,767,39.58,19.38,CHOROTEGA
GUANACASTE,NANDAYURE,BEJUCO,50906,3026,50.04,388,3313,262.08,12.64,CHOROTEGA
GUANACASTE,LA CRUZ,LA CRUZ,51001,9195,57.39,302,11763,346.22,33.98,CHOROTEGA
GUANACASTE,LA CRUZ,SANTA CECILIA,51002,6258,38.71,460,8255,257.68,32.04,CHOROTEGA
GUANACASTE,LA CRUZ,GARITA,51003,1688,42.63,448,2370,272.69,8.69,CHOROTEGA
GUANACASTE,LA CRUZ,SANTA ELENA,51004,2040,54.79,335,2696,507.31,5.31,CHOROTEGA
GUANACASTE,HOJANCHA,HOJANCHA,51101,4245,69.3,171,4506,79.61,56.6,CHOROTEGA
GUANACASTE,HOJANCHA,MONTE ROMO,51102,671,61.15,265,725,74.85,9.69,CHOROTEGA
GUANACASTE,HOJANCHA,PUERTO CARRILLO,51103,1574,57.23,304,1822,75.5,24.13,CHOROTEGA
GUANACASTE,HOJANCHA,HUACAS,51104,707,69.37,168,755,31.46,24.0,CHOROTEGA
PUNTARENAS,PUNTARENAS,PUNTARENAS,60101,8335,70.06,160,9963,35.63,279.62,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,PITAHAYA,60102,2211,52.78,352,2503,115.85,21.61,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,CHOMES,60103,5522,43.6,440,6181,127.6,48.44,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,LEPANTO,60104,9502,50.18,385,10118,420.46,24.06,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,PAQUERA,60105,6686,55.97,320,7829,337.88,23.17,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,MANZANILLO,60106,2811,50.85,377,3203,58.86,54.42,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,GUACIMAL,60107,923,46.41,415,1117,106.23,10.51,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,BARRANCA,60108,30650,59.72,282,35415,35.07,1009.84,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,MONTE VERDE,60109,4155,65.92,210,4660,52.97,87.97,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,COBANO,60111,7494,56.26,313,9063,316.61,28.63,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,CHACARITA,60112,17434,63.13,236,19257,4.84,3978.72,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,CHIRA,60113,1576,42.2,450,1628,43.0,37.86,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,ACAPULCO,60114,1296,43.62,439,1465,110.54,13.25,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,EL ROBLE,60115,15759,72.68,127,19301,7.94,2430.86,PACÍFICO CENTRAL
PUNTARENAS,PUNTARENAS,ARANCIBIA,60116,665,47.8,402,737,45.0,16.38,PACÍFICO CENTRAL
PUNTARENAS,ESPARZA,ESPIRITU SANTO,60201,15686,71.95,135,19828,18.95,1046.34,PACÍFICO CENTRAL
PUNTARENAS,ESPARZA,SAN JUAN GRANDE,60202,6171,57.96,295,5153,18.7,275.57,PACÍFICO CENTRAL
PUNTARENAS,ESPARZA,MACACONA,60203,4742,74.93,98,4935,33.51,147.27,PACÍFICO CENTRAL
PUNTARENAS,ESPARZA,SAN RAFAEL,60204,1294,62.77,243,1561,34.35,45.44,PACÍFICO CENTRAL
PUNTARENAS,ESPARZA,SAN JERÓNIMO,60205,751,62.02,257,879,49.95,17.6,PACÍFICO CENTRAL
PUNTARENAS,ESPARZA,CALDERA,60206,253,69.58,164,3631,62.01,58.57,PACÍFICO CENTRAL
PUNTARENAS,BUENOS AIRES,BUENOS AIRES,60301,21063,49.88,389,25224,552.51,45.65,BRUNCA
PUNTARENAS,BUENOS AIRES,VOLCAN,60302,3815,46.31,416,3839,188.5,20.37,BRUNCA
PUNTARENAS,BUENOS AIRES,POTRERO GRANDE,60303,5956,34.04,473,6427,627.43,10.24,BRUNCA
PUNTARENAS,BUENOS AIRES,BORUCA,60304,3074,37.22,463,3249,138.03,23.54,BRUNCA
PUNTARENAS,BUENOS AIRES,PILAS,60305,1659,38.43,461,1766,110.7,15.95,BRUNCA
PUNTARENAS,BUENOS AIRES,COLINAS,60306,1371,33.25,474,1423,122.03,11.66,BRUNCA
PUNTARENAS,BUENOS AIRES,CHANGENA,60307,2631,36.03,469,2877,272.88,10.54,BRUNCA
PUNTARENAS,BUENOS AIRES,BRIOLLEY,60308,2455,43.6,441,2631,208.34,12.63,BRUNCA
PUNTARENAS,BUENOS AIRES,BRUNKA,60309,3220,50.89,376,3303,163.8,20.16,BRUNCA
PUNTARENAS,MONTES DE ORO,MIRAMAR,60401,8298,72.22,132,8585,125.87,68.21,PACÍFICO CENTRAL
PUNTARENAS,MONTES DE ORO,LA UNIÓN,60402,1249,53.83,343,1440,60.42,23.83,PACÍFICO CENTRAL
PUNTARENAS,MONTES DE ORO,SAN ISIDRO,60403,3403,65.35,216,3707,58.47,63.4,PACÍFICO CENTRAL
PUNTARENAS,OSA,PUERTO CORTÉS,60501,7969,61.26,262,8441,226.19,37.32,BRUNCA
PUNTARENAS,OSA,PALMAR,60502,9815,53.17,349,9672,264.4,36.58,BRUNCA
PUNTARENAS,OSA,SIERPE,60503,4205,34.54,472,3514,628.31,5.59,BRUNCA
PUNTARENAS,OSA,BAHIA BALLENA,60504,3306,50.16,386,3338,160.76,20.76,BRUNCA
PUNTARENAS,OSA,PIEDRAS BLANCAS,60505,4138,40.71,455,4397,257.89,17.05,BRUNCA
PUNTARENAS,OSA,BAHÍA DRAKE,60506,1081,42.68,447,1110,392.69,2.83,BRUNCA
PUNTARENAS,QUEPOS,QUEPOS,60601,19858,64.46,225,23210,222.89,104.13,PACÍFICO CENTRAL
PUNTARENAS,QUEPOS,SAVEGRE,60602,3326,51.37,372,3862,216.24,17.86,PACÍFICO CENTRAL
PUNTARENAS,QUEPOS,NARANJITO,60603,3677,60.32,273,4061,104.64,38.81,PACÍFICO CENTRAL
PUNTARENAS,GOLFITO,GOLFITO,60701,11284,53.21,348,11737,345.6,33.96,BRUNCA
PUNTARENAS,GOLFITO,PUERTO JIMÉNEZ,60702,8789,43.08,443,11008,720.54,15.28,BRUNCA
PUNTARENAS,GOLFITO,GUAYCARÁ,60703,12918,49.6,393,13674,324.66,42.12,BRUNCA
PUNTARENAS,GOLFITO,PAVÓN,60704,6159,32.91,475,7112,363.16,19.58,BRUNCA
PUNTARENAS,COTO BRUS,SAN VITO,60801,14834,61.91,258,12554,76.9,163.26,BRUNCA
PUNTARENAS,COTO BRUS,SABALITO,60802,10984,47.79,403,12084,186.6,64.76,BRUNCA
PUNTARENAS,COTO BRUS,AGUABUENA,60803,6286,52.46,355,6982,61.18,114.12,BRUNCA
PUNTARENAS,COTO BRUS,LIMÓNCITO,60804,3591,36.3,467,4116,118.57,34.71,BRUNCA
PUNTARENAS,COTO BRUS,PITTIER,60805,2758,32.49,476,3298,255.05,12.93,BRUNCA
PUNTARENAS,COTO BRUS,GUTIÉRREZ BRAUN,60806,708,41.61,453,4979,235.61,21.13,BRUNCA
PUNTARENAS,PARRITA,PARRITA,60901,16115,53.69,345,18692,478.79,39.04,PACÍFICO CENTRAL
PUNTARENAS,CORREDORES,CORREDOR,61001,17250,49.13,394,19610,272.19,72.05,BRUNCA
PUNTARENAS,CORREDORES,LA CUESTA,61002,3906,52.35,358,4867,40.25,120.92,BRUNCA
PUNTARENAS,CORREDORES,CANOAS,61003,11527,43.96,437,14424,122.33,117.91,BRUNCA
PUNTARENAS,CORREDORES,LAUREL,61004,9148,45.15,429,11195,185.83,60.24,BRUNCA
PUNTARENAS,GARABITO,JACÓ,61101,11685,70.22,158,15891,140.41,113.18,PACÍFICO CENTRAL
PUNTARENAS,GARABITO,TARCOLES,61102,5544,56.21,315,7534,175.9,42.83,PACÍFICO CENTRAL
LIMÓN,LIMÓN,LIMÓN,70101,61072,64.76,222,61588,59.76,1030.59,HUETAR CARIBE
LIMÓN,LIMÓN,VALLE LA ESTRELLA,70102,17908,28.67,478,19515,1232.93,15.83,HUETAR CARIBE
LIMÓN,LIMÓN,RÍO BLANCO,70103,8307,46.76,413,9408,133.35,70.55,HUETAR CARIBE
LIMÓN,LIMÓN,MATAMA,70104,7128,48.92,398,7948,339.75,23.39,HUETAR CARIBE
LIMÓN,POCOCÍ,GUAPILES,70201,36469,67.86,195,35695,219.97,162.27,HUETAR CARIBE
LIMÓN,POCOCÍ,JIMÉNEZ,70202,10501,62.76,244,11987,107.72,111.28,HUETAR CARIBE
LIMÓN,POCOCÍ,LA RITA,70203,24041,43.68,438,27147,469.05,57.88,HUETAR CARIBE
LIMÓN,POCOCÍ,ROXANA,70204,16790,44.98,432,18875,177.09,106.58,HUETAR CARIBE
LIMÓN,POCOCÍ,CARIARI,70205,34176,47.92,401,37508,224.29,167.23,HUETAR CARIBE
LIMÓN,POCOCÍ,COLORADO,70206,3985,28.88,477,4681,1165.37,4.02,HUETAR CARIBE
LIMÓN,POCOCÍ,LA COLONIA,70207,6007,65.72,213,6278,40.0,156.95,HUETAR CARIBE
LIMÓN,SIQUIRRES,SIQUIRRES,70301,31637,53.23,347,34045,373.25,91.21,HUETAR CARIBE
LIMÓN,SIQUIRRES,PACUARITO,70302,8756,40.16,456,10118,218.03,46.41,HUETAR CARIBE
LIMÓN,SIQUIRRES,FLORIDA,70303,2184,49.78,392,2526,93.02,27.16,HUETAR CARIBE
LIMÓN,SIQUIRRES,GERMANIA,70304,2471,46.16,419,2881,32.46,88.76,HUETAR CARIBE
LIMÓN,SIQUIRRES,CAIRO,70305,6082,39.48,459,7065,106.23,66.51,HUETAR CARIBE
LIMÓN,SIQUIRRES,ALEGRÍA,70306,5656,55.04,334,6487,37.2,174.38,HUETAR CARIBE
LIMÓN,TALAMANCA,BRATSI,70401,7318,34.8,471,9223,179.25,51.45,HUETAR CARIBE
LIMÓN,TALAMANCA,SIXAOLA,70402,8861,35.4,470,11187,171.78,65.12,HUETAR CARIBE
LIMÓN,TALAMANCA,CAHUITA,70403,8293,46.17,418,11795,235.64,50.06,HUETAR CARIBE
LIMÓN,TALAMANCA,TELIRE,70404,6240,16.16,481,7633,2223.26,3.43,HUETAR CARIBE
LIMÓN,MATINA,MATINA,70501,9142,45.74,422,10174,354.37,28.71,HUETAR CARIBE
LIMÓN,MATINA,BATÁN,70502,16532,50.73,379,19247,213.26,90.25,HUETAR CARIBE
LIMÓN,MATINA,CARRANDI,70503,12047,46.84,412,14705,205.01,71.73,HUETAR CARIBE
LIMÓN,GUÁCIMO,GUÁCIMO,70601,18326,55.46,324,23093,222.0,104.02,HUETAR CARIBE
LIMÓN,GUÁCIMO,MERCEDES,70602,1707,56.8,307,2205,89.24,24.71,HUETAR CARIBE
LIMÓN,GUÁCIMO,POCORA,70603,6432,52.98,350,7787,72.15,107.93,HUETAR CARIBE
LIMÓN,GUÁCIMO,RÍO JIMÉNEZ,70604,8742,45.57,426,10754,110.68,97.16,HUETAR CARIBE
LIMÓN,GUÁCIMO,DUACARÍ,70605,6059,41.88,452,7458,82.41,90.5,HUETAR CARIBE
